"";"NDepto";"NMpio";"PP";"ZZ";"Npuesto";"num_mesas";"num_votos"
"299";"ANTIOQUIA";"COCORNA";"04";99;"CRUCES";2;253
"300";"ANTIOQUIA";"COCORNA";"13";99;"LA FLORIDA";1;30
"301";"ANTIOQUIA";"COCORNA";"30";99;"LA GRANJA";2;157
"302";"ANTIOQUIA";"COCORNA";"55";99;"LA PRIMAVERA";1;73
"303";"ANTIOQUIA";"COCORNA";"58";99;"PAILANIA";1;120
"304";"ANTIOQUIA";"CONCEPCION";"00";0;"PUESTO CABECERA MUNICIPAL";13;1779
"305";"ANTIOQUIA";"CONCORDIA";"00";0;"PUESTO CABECERA MUNICIPAL";42;4277
"306";"ANTIOQUIA";"CONCORDIA";"01";99;"EL SOCORRO";2;122
"307";"ANTIOQUIA";"CONCORDIA";"05";99;"MORELIA";2;90
"308";"ANTIOQUIA";"CONCORDIA";"07";99;"MORITOS";2;92
"309";"ANTIOQUIA";"COPACABANA";"01";1;"IE GABRIELA MISTRAL";1;86
"310";"ANTIOQUIA";"COPACABANA";"01";2;"I.E ASUNCION PRIMARIA";16;2609
"311";"ANTIOQUIA";"COPACABANA";"02";1;"IE PRESBITERO B. MONTOYA";20;3204
"312";"ANTIOQUIA";"COPACABANA";"02";2;"COL JOSE MIGUEL RESTREPO";37;4978
"313";"ANTIOQUIA";"COPACABANA";"03";1;"COL COOP JUAN DEL CORRAL";9;1370
"314";"ANTIOQUIA";"COPACABANA";"03";2;"IE CAMILO TORRES";23;4352
"315";"ANTIOQUIA";"COPACABANA";"04";1;"IE VILLANUEVA";22;3628
"316";"ANTIOQUIA";"COPACABANA";"04";2;"LICEO SAN LUIS GONZAGA";36;6644
"317";"ANTIOQUIA";"COPACABANA";"05";2;"IE LA TRINIDAD";23;2443
"318";"ANTIOQUIA";"DABEIBA";"00";0;"PUESTO CABECERA MUNICIPAL";43;5037
"319";"ANTIOQUIA";"DABEIBA";"01";99;"CAMPARRUSIA";3;530
"320";"ANTIOQUIA";"DABEIBA";"04";99;"CRUCES URAMA";2;171
"321";"ANTIOQUIA";"DABEIBA";"09";99;"URAMAGRANDE";3;304
"322";"ANTIOQUIA";"DABEIBA";"10";99;"LA BALSITA - ARGELIA";1;131
"323";"ANTIOQUIA";"DABEIBA";"70";99;"SANTA TERESA";1;64
"324";"ANTIOQUIA";"DON MATIAS";"00";0;"PUESTO CABECERA MUNICIPAL";43;6467
"325";"ANTIOQUIA";"DON MATIAS";"01";99;"BELLAVISTA";3;425
"326";"ANTIOQUIA";"DON MATIAS";"05";99;"RIO GRANDE";3;370
"327";"ANTIOQUIA";"EBEJICO";"00";0;"PUESTO CABECERA MUNICIPAL";22;2278
"328";"ANTIOQUIA";"EBEJICO";"05";99;"BRASIL";3;339
"329";"ANTIOQUIA";"EBEJICO";"06";99;"EL ZARZAL";1;35
"330";"ANTIOQUIA";"EBEJICO";"07";99;"GUAYABAL";1;81
"331";"ANTIOQUIA";"EBEJICO";"09";99;"LA CLARA";2;154
"332";"ANTIOQUIA";"EBEJICO";"25";99;"SEVILLA";7;900
"333";"ANTIOQUIA";"EL BAGRE";"01";1;"LICEO EL BAGRE";26;2982
"334";"ANTIOQUIA";"EL BAGRE";"01";2;"ESCUELA PORTUGAL";16;2032
"335";"ANTIOQUIA";"EL BAGRE";"01";98;"CARCEL MUNICIPAL";1;6
"336";"ANTIOQUIA";"EL BAGRE";"02";1;"COLEGIO LA ESMERALDA";18;1993
"337";"ANTIOQUIA";"EL BAGRE";"02";2;"COLEGIO 20 DE JULIO";26;3261
"338";"ANTIOQUIA";"EL BAGRE";"60";99;"PUERTO CLAVER";14;1566
"339";"ANTIOQUIA";"EL BAGRE";"65";99;"PUERTO LOPEZ";8;821
"340";"ANTIOQUIA";"ENTRERRIOS";"00";0;"PUESTO CABECERA MUNICIPAL";24;3266
"341";"ANTIOQUIA";"ENVIGADO";"01";1;"COL LA SALLE DE ENVIGADO";39;7657
"342";"ANTIOQUIA";"ENVIGADO";"01";2;"LICEO FRANCISCO RESTREPO MOLINA";53;9779
"343";"ANTIOQUIA";"ENVIGADO";"01";3;"ESC PIO XII";24;3665
"344";"ANTIOQUIA";"ENVIGADO";"01";4;"URBANIZACION MULTIFAMILIAR SEÑORIAL";17;3154
"345";"ANTIOQUIA";"ENVIGADO";"01";5;"IE COMERCIAL DE ENVIGADO";24;4182
"346";"ANTIOQUIA";"ENVIGADO";"01";90;"JOSE MANUEL RESTREPO VELEZ";30;7872
"347";"ANTIOQUIA";"ENVIGADO";"01";98;"CARCEL MUNICIPAL DE ENVIGADO";1;15
"348";"ANTIOQUIA";"ENVIGADO";"01";99;"LAS PALMAS";14;2173
"349";"ANTIOQUIA";"ENVIGADO";"02";1;"COL UNID EDUC SAN MARCOS";45;9438
"350";"ANTIOQUIA";"ENVIGADO";"02";2;"IE SAN VICENTE DE PAUL";60;11532
"351";"ANTIOQUIA";"ENVIGADO";"02";3;"ESC FERNANDO GONZALEZ";44;7272
"352";"ANTIOQUIA";"ENVIGADO";"02";4;"IE LA PAZ";41;7953
"353";"ANTIOQUIA";"ENVIGADO";"02";5;"I. UNIVERSITARIA ENVIGADO";40;7645
"354";"ANTIOQUIA";"ENVIGADO";"03";1;"IE MARCELIANO VELEZ";46;8434
"355";"ANTIOQUIA";"ENVIGADO";"03";2;"ESC SUP TECNOLG DE ARTES DEBORA ARANGO";37;4771
"356";"ANTIOQUIA";"ENVIGADO";"03";3;"IE MANUEL URIBE ANGEL (MUA)";42;7388
"357";"ANTIOQUIA";"ENVIGADO";"03";4;"ESC. JHON F. KENNEDY";36;6860
"358";"ANTIOQUIA";"ENVIGADO";"03";5;"I.E. EL SALADO";18;2950
"359";"ANTIOQUIA";"ENVIGADO";"04";3;"POLIDEPORTIVO SUR DE ENVIGADO";25;4818
"360";"ANTIOQUIA";"ENVIGADO";"04";5;"COL CUMBRES";14;2331
"361";"ANTIOQUIA";"FREDONIA";"00";0;"PUESTO CABECERA MUNICIPAL";43;5271
"362";"ANTIOQUIA";"FREDONIA";"01";98;"CARCEL";1;10
"363";"ANTIOQUIA";"FREDONIA";"01";99;"MINAS";2;171
"364";"ANTIOQUIA";"FREDONIA";"02";99;"BERLIN";1;114
"365";"ANTIOQUIA";"FREDONIA";"03";99;"LOS PALOMOS";2;272
"366";"ANTIOQUIA";"FREDONIA";"04";99;"MARSELLA";2;197
"367";"ANTIOQUIA";"FREDONIA";"05";99;"PUENTE IGLESIAS";2;178
"368";"ANTIOQUIA";"FREDONIA";"20";99;"EL ZANCUDO";2;167
"369";"ANTIOQUIA";"FREDONIA";"70";99;"PIEDRA VERDE";2;171
"370";"ANTIOQUIA";"FRONTINO";"00";0;"PUESTO CABECERA MUNICIPAL";32;3244
"371";"ANTIOQUIA";"FRONTINO";"01";99;"CARAUTA";1;78
"372";"ANTIOQUIA";"FRONTINO";"03";99;"CHONTADURO";1;65
"373";"ANTIOQUIA";"FRONTINO";"05";99;"EL CERRO";1;49
"374";"ANTIOQUIA";"FRONTINO";"07";99;"EL MADERO";1;36
"375";"ANTIOQUIA";"FRONTINO";"09";99;"FUEMIA";1;130
"376";"ANTIOQUIA";"FRONTINO";"10";99;"JENGAMECODA";1;46
"377";"ANTIOQUIA";"FRONTINO";"13";99;"MURRI";5;355
"378";"ANTIOQUIA";"FRONTINO";"14";99;"MUSINGA";2;219
"379";"ANTIOQUIA";"FRONTINO";"17";99;"PONTON";1;105
"380";"ANTIOQUIA";"FRONTINO";"19";99;"NOBOGA";1;88
"381";"ANTIOQUIA";"FRONTINO";"21";99;"NUTIBARA";5;510
"382";"ANTIOQUIA";"FRONTINO";"55";99;"PANTANOS";1;15
"383";"ANTIOQUIA";"FRONTINO";"58";99;"PARQUE LAS ORQUIDEAS";1;28
"384";"ANTIOQUIA";"GIRALDO";"00";0;"PUESTO CABECERA MUNICIPAL";10;1869
"385";"ANTIOQUIA";"GIRALDO";"07";99;"MANGLAR";2;356
"386";"ANTIOQUIA";"GIRALDO";"30";99;"PINGURO";1;110
"387";"ANTIOQUIA";"GIRARDOTA";"01";1;"NTRA. SRA. DE LA PRESENTACION";19;2875
"388";"ANTIOQUIA";"GIRARDOTA";"01";2;"PARQUE EDUCATIVO INNOVA";26;3992
"389";"ANTIOQUIA";"GIRARDOTA";"02";1;"ESCUELA COLOMBIA";30;5141
"390";"ANTIOQUIA";"GIRARDOTA";"02";2;"COL JUAN BERNARDONE";26;4681
"391";"ANTIOQUIA";"GIRARDOTA";"03";2;"IE EMILIANO GARCIA";31;3266
"392";"ANTIOQUIA";"GIRARDOTA";"10";99;"CABILDO";5;607
"393";"ANTIOQUIA";"GIRARDOTA";"20";99;"LA MANGA ARRIBA";4;517
"394";"ANTIOQUIA";"GIRARDOTA";"80";99;"SAN ANDRES";5;628
"395";"ANTIOQUIA";"GOMEZ PLATA";"00";0;"PUESTO CABECERA MUNICIPAL";21;2693
"396";"ANTIOQUIA";"GOMEZ PLATA";"01";99;"EL SALTO";2;314
"397";"ANTIOQUIA";"GOMEZ PLATA";"05";99;"SAN MATIAS";2;201
"398";"ANTIOQUIA";"GOMEZ PLATA";"20";99;"LA ESTRELLA";1;83
"399";"ANTIOQUIA";"GRANADA";"00";0;"PUESTO CABECERA MUNICIPAL";28;3836
"400";"ANTIOQUIA";"GRANADA";"01";99;"SANTA ANA";2;129
"401";"ANTIOQUIA";"GRANADA";"40";99;"LOS MEDIOS";1;84
"402";"ANTIOQUIA";"GUADALUPE";"00";0;"PUESTO CABECERA MUNICIPAL";15;1775
"403";"ANTIOQUIA";"GUADALUPE";"45";99;"GUADALUPE IV";2;184
"404";"ANTIOQUIA";"GUADALUPE";"75";99;"MALABRIGO";1;30
"405";"ANTIOQUIA";"GUADALUPE";"85";99;"SAN JUAN";1;33
"406";"ANTIOQUIA";"GUARNE";"01";1;"INST. EDUCATIVA SANTO TOMAS";22;4010
"407";"ANTIOQUIA";"GUARNE";"01";2;"I.E. LA INMACULADA CONCEPCION";19;3832
"408";"ANTIOQUIA";"GUARNE";"02";1;"COLISEO SANTO TOMAS";13;2520
"409";"ANTIOQUIA";"GUARNE";"02";2;"COLEGIO SAN ANTONIO";20;3157
"410";"ANTIOQUIA";"GUARNE";"03";1;"INST. EDUCATIVA EL ZANGO";11;1823
"411";"ANTIOQUIA";"GUARNE";"03";2;"I.E. CHAPARRAL";4;813
"412";"ANTIOQUIA";"GUARNE";"15";99;"ALTO DE LA VIRGEN";2;366
"413";"ANTIOQUIA";"GUARNE";"20";99;"BARRO BLANCO";3;435
"414";"ANTIOQUIA";"GUARNE";"40";99;"LA HONDA";2;353
"415";"ANTIOQUIA";"GUARNE";"45";99;"PIEDRAS BLANCAS";3;391
"416";"ANTIOQUIA";"GUARNE";"80";99;"YOLOMBAL";2;231
"417";"ANTIOQUIA";"GUATAPE";"00";0;"PUESTO CABECERA MUNICIPAL";20;3889
"418";"ANTIOQUIA";"HELICONIA";"00";0;"PUESTO CABECERA MUNICIPAL";11;1481
"419";"ANTIOQUIA";"HELICONIA";"01";99;"ALTO DEL CORRAL";3;376
"420";"ANTIOQUIA";"HELICONIA";"04";99;"LA PAVA";1;92
"421";"ANTIOQUIA";"HELICONIA";"05";99;"PUEBLITO";3;361
"422";"ANTIOQUIA";"HELICONIA";"13";99;"LLANOS DE SAN JOSE";2;288
"423";"ANTIOQUIA";"HISPANIA";"00";0;"PUESTO CABECERA MUNICIPAL";16;2176
"424";"ANTIOQUIA";"HISPANIA";"25";99;"EL LLANETE";1;22
"425";"ANTIOQUIA";"ITAGUI";"01";1;"IDEM DIEGO ECHAVARRIA MISA";42;7310
"426";"ANTIOQUIA";"ITAGUI";"01";2;"ESC. ANTONIO JOSE DE SUCRE";43;6256
"427";"ANTIOQUIA";"ITAGUI";"01";3;"I.E. ISOLDA ECHAVARRIA";22;3360
"428";"ANTIOQUIA";"ITAGUI";"01";4;"ESCUELA SAN FRANCISCO";28;5081
"429";"ANTIOQUIA";"ITAGUI";"01";5;"ESCUELA SIMON BOLIVAR";27;5095
"430";"ANTIOQUIA";"ITAGUI";"01";6;"ESCUELA ARNULFO FLOREZ";36;6519
"431";"ANTIOQUIA";"ITAGUI";"01";7;"ESCUELA LOMA LINDA";24;3941
"432";"ANTIOQUIA";"ITAGUI";"01";8;"ESCUELA EL ROSARIO";22;3363
"433";"ANTIOQUIA";"ITAGUI";"01";90;"POLIDEPORTIVO ITAGUI";23;4601
"434";"ANTIOQUIA";"ITAGUI";"01";98;"CARCEL DISTRITO NACIONAL";1;103
"435";"ANTIOQUIA";"ITAGUI";"02";1;"I.E. JUAN N. CADAVID";21;3571
"436";"ANTIOQUIA";"ITAGUI";"02";2;"IE AVELINO SALDARRIAGA GAVIRIA";39;5666
"437";"ANTIOQUIA";"ITAGUI";"02";3;"ESCUELA JOHN F. KENNEDY";34;5560
"438";"ANTIOQUIA";"ITAGUI";"02";4;"ESCUELA ESTEBAN OCHOA";28;4512
"439";"ANTIOQUIA";"ITAGUI";"02";5;"I.E. ENRIQUE VELEZ ESCOBAR";39;6850
"440";"ANTIOQUIA";"ITAGUI";"02";6;"I.E. PEDRO ESTRADA";23;3599
"441";"ANTIOQUIA";"ITAGUI";"02";7;"ESCUELA MARIA BERNAL";16;3166
"442";"ANTIOQUIA";"ITAGUI";"02";8;"ESCUELA LA UNION";20;3196
"443";"ANTIOQUIA";"ITAGUI";"02";90;"UNIVERSIDAD IDEAS";24;5057
"444";"ANTIOQUIA";"ITAGUI";"02";98;"CARCEL YARUMITO";1;10
"445";"ANTIOQUIA";"ITAGUI";"03";1;"COLEGIO EL ROSARIO";37;6284
"446";"ANTIOQUIA";"ITAGUI";"03";3;"ESCUELA FELIPE DE RESTREPO";31;5022
"447";"ANTIOQUIA";"ITAGUI";"03";5;"ESC. MARCELIANA SALDARRIAGA";30;5639
"448";"ANTIOQUIA";"ITAGUI";"03";6;"I.E. BENEDIKTA ZUR NIEDEN";2;540
"449";"ANTIOQUIA";"ITAGUI";"03";7;"I.E. MARIA JESUS MEJIA SEDE 2";19;2554
"450";"ANTIOQUIA";"ITAGUI";"03";8;"IE MARIA JOSEFA ESCOBAR";1;194
"451";"ANTIOQUIA";"ITAGUI";"04";3;"I.E. LUIS CARLOS GALAN";2;383
"452";"ANTIOQUIA";"ITAGUI";"04";6;"I.E. ORESTES SINDICCE";2;325
"453";"ANTIOQUIA";"ITAGUI";"04";7;"I.E. CARLOS ENRIQUE CORTES";10;1668
"454";"ANTIOQUIA";"ITAGUI";"20";99;"EL MANZANILLO";23;2574
"455";"ANTIOQUIA";"ITUANGO";"00";0;"PUESTO CABECERA MUNICIPAL";31;2704
"456";"ANTIOQUIA";"ITUANGO";"01";98;"CARCEL";1;11
"457";"ANTIOQUIA";"ITUANGO";"05";99;"BADILLO";1;15
"458";"ANTIOQUIA";"ITUANGO";"09";99;"BUILOPOLIS";1;32
"459";"ANTIOQUIA";"ITUANGO";"10";99;"FINLANDIA";1;21
"460";"ANTIOQUIA";"ITUANGO";"11";99;"EL CEDRAL";2;111
"461";"ANTIOQUIA";"ITUANGO";"12";99;"EL SOCORRO";1;6
"462";"ANTIOQUIA";"ITUANGO";"13";99;"LA GRANJA";4;162
"463";"ANTIOQUIA";"ITUANGO";"16";99;"PASCUITA";2;127
"464";"ANTIOQUIA";"ITUANGO";"17";99;"SANTA ANA";1;29
"465";"ANTIOQUIA";"ITUANGO";"18";99;"QUEBRADA DEL MEDIO";2;72
"466";"ANTIOQUIA";"ITUANGO";"19";99;"SANTA LUCIA";2;157
"467";"ANTIOQUIA";"ITUANGO";"20";99;"SAN JUANILLO";1;29
"468";"ANTIOQUIA";"ITUANGO";"21";99;"SANTA RITA DE ITUANGO";7;391
"469";"ANTIOQUIA";"ITUANGO";"50";99;"LA HUNDIDA";1;53
"470";"ANTIOQUIA";"ITUANGO";"53";99;"LA PRENSA";1;13
"471";"ANTIOQUIA";"ITUANGO";"75";99;"SAN PABLO DEL RIOSUCIO";1;26
"472";"ANTIOQUIA";"JARDIN";"00";0;"PUESTO CABECERA MUNICIPAL";33;5266
"473";"ANTIOQUIA";"JARDIN";"06";99;"LA CASCADA";2;208
"474";"ANTIOQUIA";"JARDIN";"08";99;"LAS MACANAS";1;62
"475";"ANTIOQUIA";"JERICO";"00";0;"PUESTO CABECERA MUNICIPAL";31;4740
"476";"ANTIOQUIA";"JERICO";"01";98;"CARCEL";1;16
"477";"ANTIOQUIA";"JERICO";"07";99;"PALO CABILDO";1;165
"478";"ANTIOQUIA";"LA CEJA";"01";1;"ESC. MARIA JOSEFA MARULANDA";14;2703
"479";"ANTIOQUIA";"LA CEJA";"01";2;"ESC JUSTO PASTOR MEJIA";11;2030
"480";"ANTIOQUIA";"LA CEJA";"01";90;"COLISEO POLIDEPORTIVO LA CEJA";12;3476
"481";"ANTIOQUIA";"LA CEJA";"01";98;"CARCEL";1;32
"482";"ANTIOQUIA";"LA CEJA";"02";1;"CTRO. EDUCATIVO LA PAZ";22;4723
"483";"ANTIOQUIA";"LA CEJA";"02";2;"ESC. ALFONSO URIBE JARAMILLO";23;4558
"484";"ANTIOQUIA";"LA CEJA";"03";1;"PARQUE BIBLIOTECA EL PARAISO";14;2730
"485";"ANTIOQUIA";"LA CEJA";"03";2;"CENTRO DIA GERONTOLOGICO";10;1714
"486";"ANTIOQUIA";"LA CEJA";"04";1;"I.E.LA PAZ SEDE 2";12;2067
"487";"ANTIOQUIA";"LA CEJA";"47";99;"SAN JOSE";4;591
"488";"ANTIOQUIA";"LA ESTRELLA";"01";1;"SECC RAFAEL POMBO";19;4125
"489";"ANTIOQUIA";"LA ESTRELLA";"01";2;"UNIDAD DEPORTIVA INDERE";24;4519
"490";"ANTIOQUIA";"LA ESTRELLA";"01";90;"COLEGIO BERNARDO ARANGO MACIA";14;5011
"491";"ANTIOQUIA";"LA ESTRELLA";"01";98;"CARCEL";1;16
"492";"ANTIOQUIA";"LA ESTRELLA";"02";1;"COL. DIVINO SALVADOR";22;3569
"493";"ANTIOQUIA";"LA ESTRELLA";"02";2;"INST. EDUCACION CONCEJO MPAL";27;3557
"494";"ANTIOQUIA";"LA ESTRELLA";"03";1;"SEC.BTO ANA EVA ESCOBAR";9;1568
"495";"ANTIOQUIA";"LA ESTRELLA";"03";2;"INST.EDUC.JOSE ANTONIO GALAN";26;4645
"496";"ANTIOQUIA";"LA ESTRELLA";"04";2;"S LA INMACULADA FE Y ALEGRIA";5;986
"497";"ANTIOQUIA";"LA PINTADA";"00";0;"PUESTO CABECERA MUNICIPAL";20;2749
"498";"ANTIOQUIA";"LA UNION";"00";0;"PUESTO CABECERA MUNICIPAL";46;8072
"499";"ANTIOQUIA";"LA UNION";"01";99;"MESOPOTAMIA";2;289
"500";"ANTIOQUIA";"LIBORINA";"00";0;"PUESTO CABECERA MUNICIPAL";16;2108
"501";"ANTIOQUIA";"LIBORINA";"01";99;"EL CARMEN - LA VENTA";2;322
"502";"ANTIOQUIA";"LIBORINA";"05";99;"LA HONDA";2;239
"503";"ANTIOQUIA";"LIBORINA";"09";99;"LA MERCED";2;196
"504";"ANTIOQUIA";"LIBORINA";"13";99;"SAN DIEGO";6;1039
"505";"ANTIOQUIA";"MACEO";"00";0;"PUESTO CABECERA MUNICIPAL";16;2236
"506";"ANTIOQUIA";"MACEO";"01";99;"LA SUSANA";3;337
"507";"ANTIOQUIA";"MACEO";"02";99;"LA FLORESTA";3;385
"508";"ANTIOQUIA";"MACEO";"03";99;"PUERTO NUS";2;165
"509";"ANTIOQUIA";"MARINILLA";"01";1;"COLISEO MUNICIPAL";15;2666
"510";"ANTIOQUIA";"MARINILLA";"01";2;"COL. NACIONAL SAN JOSE";29;5065
"511";"ANTIOQUIA";"MARINILLA";"01";90;"INS.EDUC.TEC.INDUSTRIAL SIMON";16;5476
"512";"ANTIOQUIA";"MARINILLA";"02";1;"ESC. NORMAL SUP RAFAEL M. GIR";16;3339
"513";"ANTIOQUIA";"MARINILLA";"02";2;"ESC. SABINA MUÑOZ DE BONILLA";20;3594
"514";"ANTIOQUIA";"MARINILLA";"58";99;"LA PRIMAVERA";1;117
"515";"ANTIOQUIA";"MEDELLIN";"01";1;"SEC. ESC. LA ESPERANZA NO 2";33;3030
"516";"ANTIOQUIA";"MEDELLIN";"01";2;"SEC.ESC. PABLO VI";74;5694
"517";"ANTIOQUIA";"MEDELLIN";"01";3;"INST. EDUC. ASIA IGNACIANA";37;5471
"518";"ANTIOQUIA";"MEDELLIN";"01";4;"I.E. BARRIO SANTA CRUZ";23;3457
"519";"ANTIOQUIA";"MEDELLIN";"01";5;"I.E. REPUBLICA DE BARBADOS";38;5948
"520";"ANTIOQUIA";"MEDELLIN";"01";6;"I.E. JOSE ANTONIO GALAN";33;5224
"521";"ANTIOQUIA";"MEDELLIN";"01";7;"COL AGUSTINIANO DE SAN NICOLA";40;7184
"522";"ANTIOQUIA";"MEDELLIN";"01";8;"I.E. ALFONSO MORA NARANJO";32;5621
"523";"ANTIOQUIA";"MEDELLIN";"01";9;"I.E. JULIO CESAR GARCIA";34;6933
"524";"ANTIOQUIA";"MEDELLIN";"01";10;"IE TRICENTENARIO";21;3763
"525";"ANTIOQUIA";"MEDELLIN";"01";11;"I.E. CIUDADELA LAS AMERICAS";29;4573
"526";"ANTIOQUIA";"MEDELLIN";"01";12;"I.E.MAESTRO FERNANDO BOTERO";35;6664
"527";"ANTIOQUIA";"MEDELLIN";"01";13;"I.E. SAN VICENTE DE PAUL";35;6933
"528";"ANTIOQUIA";"MEDELLIN";"01";14;"I.E.MON. GERARDO VALENCIA CAN";9;1928
"529";"ANTIOQUIA";"MEDELLIN";"01";15;"I.E. JUAN DE DIOS CARVAJAL";31;5470
"530";"ANTIOQUIA";"MEDELLIN";"01";16;"I.E. VILLA TURBAY";11;1479
"531";"ANTIOQUIA";"MEDELLIN";"01";17;"I.E.GUADALUPANO LA SALLE";30;5112
"532";"ANTIOQUIA";"MEDELLIN";"01";18;"I.E. LORETO GABRIELA GOMEZ CA";18;3202
"533";"ANTIOQUIA";"MEDELLIN";"01";19;"I.E. TULIO OSPINA";43;7187
"534";"ANTIOQUIA";"MEDELLIN";"01";20;"CENTRO COMERCIAL SAN DIEGO";56;13069
"535";"ANTIOQUIA";"MEDELLIN";"01";21;"INSTITUTO JORGE ROBLEDO";27;5890
"536";"ANTIOQUIA";"MEDELLIN";"01";22;"SEC.ESC. AGRUPACION COLOMBIA";39;9041
"537";"ANTIOQUIA";"MEDELLIN";"01";23;"SEC. ESC. SANTA LUCIA";37;8068
"538";"ANTIOQUIA";"MEDELLIN";"01";24;"I.E. RAFAEL URIBE URIBE";32;7321
"539";"ANTIOQUIA";"MEDELLIN";"01";25;"I.E. BLANQUIZAL (EN ADMON) CR";11;1315
"540";"ANTIOQUIA";"MEDELLIN";"01";26;"I.E.LA INDEPENDENCIA";45;7180
"541";"ANTIOQUIA";"MEDELLIN";"01";27;"COL.SANTA MARIA DEL ROSARIO";24;6315
"542";"ANTIOQUIA";"MEDELLIN";"01";28;"POLITECNICO JAIME ISAZA CADAVI";25;5558
"543";"ANTIOQUIA";"MEDELLIN";"01";29;"SEC.ESC.SANTISIMA TRINIDAD";20;3484
"544";"ANTIOQUIA";"MEDELLIN";"01";30;"I.E. FATIMA NUTIBARA";25;5974
"545";"ANTIOQUIA";"MEDELLIN";"01";31;"SEC.ESC.JACKELINE KENNEDY";20;4395
"546";"ANTIOQUIA";"MEDELLIN";"01";32;"I.E.RAMON GIRALDO CEBALLOS";36;7468
"547";"ANTIOQUIA";"MEDELLIN";"01";90;"ESTADIO ATANASIO GIRARDOT";83;14862
"548";"ANTIOQUIA";"MEDELLIN";"01";98;"RECLU. DE MUJERES PEDREGAL ME";1;65
"549";"ANTIOQUIA";"MEDELLIN";"02";1;"INST.EDUC. LA CANDELARIA";55;6344
"550";"ANTIOQUIA";"MEDELLIN";"02";2;"SEC. ESC. DIVINA PROVIDENCIA";35;3000
"551";"ANTIOQUIA";"MEDELLIN";"02";3;"SEC.ESC.  MANUEL URIBE ANGEL";33;4748
"552";"ANTIOQUIA";"MEDELLIN";"02";4;"SEC. ESC. ARZOBISPO GARCIA";25;4073
"553";"ANTIOQUIA";"MEDELLIN";"02";5;"I.E. SAN LORENZO DE ABURR";24;3858
"554";"ANTIOQUIA";"MEDELLIN";"02";6;"I.E. HERNAN TORO AGUDELO";30;5235
"555";"ANTIOQUIA";"MEDELLIN";"02";7;"I.E. MONSEÑOR FCO. CRISTOBAL T";35;5948
"556";"ANTIOQUIA";"MEDELLIN";"02";8;"I.E. JOSE MARIA BRAVO MARQUEZ";18;3125
"557";"ANTIOQUIA";"MEDELLIN";"02";9;"SEC. ESC. EDUARDO URIBE BOTER";31;6127
"558";"ANTIOQUIA";"MEDELLIN";"02";10;"I.E. MARIA MONTESSORI";30;5854
"559";"ANTIOQUIA";"MEDELLIN";"02";11;"COL VIDA Y PAZ PROGRESAR UNID";24;3451
"560";"ANTIOQUIA";"MEDELLIN";"02";12;"I.E.ALFREDO COCK ARANGO";33;5456
"561";"ANTIOQUIA";"MEDELLIN";"02";13;"SEC.ESC. EL DIAMANTE";33;6148
"562";"ANTIOQUIA";"MEDELLIN";"02";14;"I.E. JORGE ROBLEDO";42;7475
"563";"ANTIOQUIA";"MEDELLIN";"02";15;"I.E. JUAN DE LA CRUZ POSADA";13;2544
"564";"ANTIOQUIA";"MEDELLIN";"02";16;"SEC.ESCUELA LAS ESTANCIAS";8;1148
"565";"ANTIOQUIA";"MEDELLIN";"02";17;"I.E. MERCEDITAS GOMEZ MARTINE";26;5157
"566";"ANTIOQUIA";"MEDELLIN";"02";18;"INST.EDUCATIVA FEDERICO OZANA";45;8263
"567";"ANTIOQUIA";"MEDELLIN";"02";19;"SEC.ESC.AGUSTIN NIETO CABALLE";9;1709
"568";"ANTIOQUIA";"MEDELLIN";"02";20;"ALCALDIA MUNICIPAL (SOTANO)";42;5721
"569";"ANTIOQUIA";"MEDELLIN";"02";21;"INST.EDUC. MATER DEI";38;8842
"570";"ANTIOQUIA";"MEDELLIN";"02";22;"I.E. LUCRECIO JARAMILLO VELEZ";59;13677
"571";"ANTIOQUIA";"MEDELLIN";"02";23;"I.E. CONCEJO DE MEDELLIN";68;15808
"572";"ANTIOQUIA";"MEDELLIN";"02";24;"SEC.ESC.RAFAEL URIBE URIBE";13;2449
"573";"ANTIOQUIA";"MEDELLIN";"02";25;"SEC. ESC. REPUBLICA DE PANAMA";18;3255
"574";"ANTIOQUIA";"MEDELLIN";"02";26;"SEC.ESC.EL SOCORRO";25;4197
"575";"ANTIOQUIA";"MEDELLIN";"02";27;"COL.MARYMOUNT";9;2558
"576";"ANTIOQUIA";"MEDELLIN";"02";28;"I.E.INEM JOSE FELIX DE RESTREP";36;8110
"577";"ANTIOQUIA";"MEDELLIN";"02";29;"I.E.BENJAMIN HERRERA";20;4168
"578";"ANTIOQUIA";"MEDELLIN";"02";30;"ESC.SOFIA OSPINA DE NAVARRO";24;5224
"579";"ANTIOQUIA";"MEDELLIN";"02";31;"I.E.JOSE MARIA BERNAL";26;5775
"580";"ANTIOQUIA";"MEDELLIN";"02";32;"UNIVERSIDAD DE MEDELLIN";46;9304
"581";"ANTIOQUIA";"MEDELLIN";"02";90;"PLAZA MAYOR CTRO EXPOS. CONVEN";85;14224
"582";"ANTIOQUIA";"MEDELLIN";"02";98;"ESTAB. CARCELARIO PEDREGAL ME";1;48
"583";"ANTIOQUIA";"MEDELLIN";"03";1;"INST.EDUC.MARIA DE LOS A.";19;2750
"584";"ANTIOQUIA";"MEDELLIN";"03";2;"SEC.ESC.AGRIPINA MONTES DEL VA";50;6089
