"";"NDepto";"NMpio";"num_puestos";"num_mesas";"grupo"
"806";"VALLE";"PALMIRA";70;751;"G9"
"807";"VALLE";"TORO";2;32;"G9"
"808";"VALLE";"VERSALLES";2;17;"G9"
"809";"ANTIOQUIA";"MEDELLIN";162;4265;"G10"
"810";"BOLIVAR";"CLEMENCIA";1;28;"G10"
"811";"BOLIVAR";"SAN CRISTOBAL";2;21;"G10"
"812";"CESAR";"AGUSTIN CODAZZI";8;123;"G10"
"813";"CESAR";"SAN MARTIN";3;36;"G10"
"814";"CONSULADOS";"CHILE";3;16;"G10"
"815";"CONSULADOS";"VENEZUELA";23;325;"G10"
"816";"CORDOBA";"MONTERIA";58;878;"G10"
"817";"CUNDINAMARCA";"PACHO";2;61;"G10"
"818";"META";"VILLAVICENCIO";61;981;"G10"
"819";"SANTANDER";"CEPITA";1;3;"G10"
"820";"SANTANDER";"MATANZA";2;10;"G10"
"821";"TOLIMA";"ATACO";5;31;"G10"
"822";"VALLE";"SEVILLA";7;81;"G10"
"823";"VALLE";"VIJES";1;22;"G10"
"824";"ANTIOQUIA";"BELMIRA";2;13;"G11"
"825";"ANTIOQUIA";"FRONTINO";3;42;"G11"
"826";"ANTIOQUIA";"GIRALDO";1;10;"G11"
"827";"ANTIOQUIA";"GRANADA";1;28;"G11"
"828";"ANTIOQUIA";"HELICONIA";3;17;"G11"
"829";"ANTIOQUIA";"JARDIN";1;33;"G11"
"830";"ANTIOQUIA";"TARSO";1;17;"G11"
"831";"ANTIOQUIA";"VALDIVIA";2;34;"G11"
"832";"ANTIOQUIA";"VALPARAISO";1;16;"G11"
"833";"ANTIOQUIA";"YALI";1;18;"G11"
"834";"ATLANTICO";"BARRANQUILLA";119;3024;"G11"
"835";"BOLIVAR";"PINILLOS";6;33;"G11"
"836";"BOLIVAR";"TURBANA";2;40;"G11"
"837";"BOYACA";"CHIVOR";1;5;"G11"
"838";"BOYACA";"COVARACHIA";1;6;"G11"
"839";"BOYACA";"CUBARA";1;12;"G11"
"840";"BOYACA";"GAMEZA";1;11;"G11"
"841";"BOYACA";"PUERTO BOYACA";9;101;"G11"
"842";"BOYACA";"RAQUIRA";1;11;"G11"
"843";"BOYACA";"SAN LUIS DE GACENO";1;9;"G11"
"844";"BOYACA";"TOCA";1;21;"G11"
"845";"CALDAS";"NEIRA";1;56;"G11"
"846";"CAQUETA";"ALBANIA";1;10;"G11"
"847";"CASANARE";"HATO COROZAL";1;13;"G11"
"848";"CASANARE";"PORE";1;18;"G11"
"849";"CAUCA";"SAN SEBASTIAN";4;18;"G11"
"850";"CESAR";"AGUACHICA";12;176;"G11"
"851";"CESAR";"ASTREA";2;39;"G11"
"852";"CESAR";"GONZALEZ";1;6;"G11"
"853";"CONSULADOS";"PANAMA";1;19;"G11"
"854";"CONSULADOS";"SUECIA";1;3;"G11"
"855";"CORDOBA";"SAN BERNARDO DEL VIENTO";12;74;"G11"
"856";"CORDOBA";"TIERRALTA";17;161;"G11"
"857";"CUNDINAMARCA";"ARBELAEZ";1;26;"G11"
"858";"CUNDINAMARCA";"FACATATIVA";13;247;"G11"
"859";"CUNDINAMARCA";"FOMEQUE";1;26;"G11"
"860";"CUNDINAMARCA";"GACHALA";1;12;"G11"
"861";"CUNDINAMARCA";"GACHANCIPA";1;27;"G11"
"862";"CUNDINAMARCA";"MOSQUERA";11;185;"G11"
"863";"CUNDINAMARCA";"NOCAIMA";1;15;"G11"
"864";"CUNDINAMARCA";"SAN ANTONIO DEL TEQUENDAMA";2;25;"G11"
"865";"CUNDINAMARCA";"SUPATA";1;12;"G11"
"866";"CUNDINAMARCA";"TABIO";1;44;"G11"
"867";"CUNDINAMARCA";"VILLAPINZON";1;37;"G11"
"868";"CUNDINAMARCA";"VIOTA";3;31;"G11"
"869";"HUILA";"GIGANTE";4;52;"G11"
"870";"LA GUAJIRA";"DISTRACCION";3;24;"G11"
"871";"LA GUAJIRA";"MANAURE";13;157;"G11"
"872";"MAGDALENA";"ZAPAYAN";4;22;"G11"
"873";"META";"ACACIAS";14;163;"G11"
"874";"META";"PUERTO CONCORDIA";1;16;"G11"
"875";"META";"SAN CARLOS DE GUAROA";3;25;"G11"
"876";"NARIÑO";"ARBOLEDA (BERRUECOS)";2;14;"G11"
"877";"NORTE DE SAN";"CUCUTILLA";1;16;"G11"
"878";"PUTUMAYO";"ORITO";6;71;"G11"
"879";"QUINDIO";"PIJAO";1;16;"G11"
"880";"RISARALDA";"BALBOA";1;12;"G11"
"881";"RISARALDA";"BELEN DE UMBRIA";3;57;"G11"
"882";"RISARALDA";"LA CELIA";1;18;"G11"
"883";"SANTANDER";"CHARTA";1;7;"G11"
"884";"SANTANDER";"CHIPATA";1;13;"G11"
"885";"SANTANDER";"EL PEÑON";1;6;"G11"
"886";"SANTANDER";"HATO";1;5;"G11"
"887";"SANTANDER";"SAN JOAQUIN";1;7;"G11"
"888";"SANTANDER";"SAN JOSE DE MIRANDA";1;9;"G11"
"889";"SANTANDER";"SURATA";1;6;"G11"
"890";"SUCRE";"SAMPUES";12;87;"G11"
"891";"TOLIMA";"CASABIANCA";2;15;"G11"
"892";"TOLIMA";"CUNDAY";3;18;"G11"
"893";"TOLIMA";"FRESNO";6;68;"G11"
"894";"TOLIMA";"RIOBLANCO";3;39;"G11"
"895";"TOLIMA";"ROVIRA";4;48;"G11"
"896";"VALLE";"ANSERMANUEVO";5;49;"G11"
"897";"VALLE";"DAGUA";10;89;"G11"
"898";"VALLE";"EL CAIRO";2;15;"G11"
"899";"AMAZONAS";"EL ENCANTO";1;3;"G12"
"900";"AMAZONAS";"PUERTO NARIÑO";1;12;"G12"
"901";"ANTIOQUIA";"ANTIOQUIA";1;52;"G12"
"902";"ANTIOQUIA";"CARACOLI";1;13;"G12"
"903";"ANTIOQUIA";"CAROLINA";1;12;"G12"
"904";"ANTIOQUIA";"COPACABANA";8;186;"G12"
"905";"ANTIOQUIA";"FREDONIA";1;43;"G12"
"906";"ANTIOQUIA";"LA PINTADA";1;20;"G12"
"907";"ANTIOQUIA";"MURINDO";1;7;"G12"
"908";"ANTIOQUIA";"SABANALARGA";2;20;"G12"
"909";"ANTIOQUIA";"SAN RAFAEL";1;34;"G12"
"910";"ANTIOQUIA";"SONSON";7;69;"G12"
"911";"ATLANTICO";"MANATI";1;40;"G12"
"912";"ATLANTICO";"PIOJO";2;14;"G12"
"913";"ATLANTICO";"PUERTO COLOMBIA";6;99;"G12"
"914";"ATLANTICO";"SANTA LUCIA";2;31;"G12"
"915";"ATLANTICO";"USIACURI";1;23;"G12"
"916";"BOLIVAR";"MARIA LA BAJA";12;109;"G12"
"917";"BOLIVAR";"RIOVIEJO";1;13;"G12"
"918";"BOLIVAR";"SAN FERNANDO";4;18;"G12"
"919";"BOYACA";"ALMEIDA";1;6;"G12"
"920";"BOYACA";"BERBEO";1;5;"G12"
"921";"BOYACA";"BOYACA";1;13;"G12"
"922";"BOYACA";"BRICEÑO";1;7;"G12"
"923";"BOYACA";"CHIVATA";1;8;"G12"
"924";"BOYACA";"MARIPI";3;17;"G12"
"925";"BOYACA";"NOBSA";2;34;"G12"
"926";"BOYACA";"SAMACA";2;40;"G12"
"927";"BOYACA";"SOMONDOCO";1;8;"G12"
"928";"BOYACA";"TASCO";1;14;"G12"
"929";"BOYACA";"TIBANA";1;18;"G12"
"930";"BOYACA";"TIBASOSA";1;25;"G12"
"931";"BOYACA";"ZETAQUIRA";1;11;"G12"
"932";"CALDAS";"PENSILVANIA";4;43;"G12"
"933";"CAQUETA";"CARTAGENA DEL CHAIRA";3;55;"G12"
"934";"CASANARE";"LA SALINA";1;3;"G12"
"935";"CASANARE";"MONTERREY";1;29;"G12"
"936";"CASANARE";"PAZ DE ARIPORO (MORENO)";5;64;"G12"
"937";"CASANARE";"RECETOR";1;3;"G12"
"938";"CASANARE";"SABANALARGA";1;7;"G12"
"939";"CASANARE";"SAN LUIS DE PALENQUE";1;13;"G12"
"940";"CAUCA";"CALDONO";9;64;"G12"
"941";"CAUCA";"FLORENCIA";1;11;"G12"
"942";"CAUCA";"GUAPI";2;36;"G12"
"943";"CAUCA";"LA VEGA";7;35;"G12"
"944";"CAUCA";"SANTANDER DE QUILICHAO";19;204;"G12"
"945";"CAUCA";"SUAREZ";6;41;"G12"
"946";"CESAR";"TAMALAMEQUE";4;27;"G12"
"947";"CHOCO";"BAGADO";2;16;"G12"
"948";"CHOCO";"BAJO BAUDO (PIZARRO)";3;16;"G12"
"949";"CHOCO";"MEDIO BAUDO (PUERTO MELUK)";3;12;"G12"
"950";"CHOCO";"NUQUI";2;12;"G12"
"951";"CHOCO";"SAN JOSE DEL PALMAR";2;9;"G12"
"952";"CONSULADOS";"COSTA RICA";1;12;"G12"
"953";"CONSULADOS";"SUIZA";1;4;"G12"
"954";"CORDOBA";"BUENAVISTA";6;47;"G12"
"955";"CORDOBA";"LOS CORDOBAS";7;42;"G12"
"956";"CORDOBA";"MOMIL";3;40;"G12"
"957";"CUNDINAMARCA";"CACHIPAY";2;26;"G12"
"958";"CUNDINAMARCA";"CUCUNUBA";1;12;"G12"
"959";"CUNDINAMARCA";"FOSCA";2;16;"G12"
"960";"CUNDINAMARCA";"SAN FRANCISCO";1;24;"G12"
"961";"CUNDINAMARCA";"SIBATE";4;73;"G12"
"962";"CUNDINAMARCA";"SUESCA";1;27;"G12"
"963";"CUNDINAMARCA";"TAUSA";1;16;"G12"
"964";"CUNDINAMARCA";"TIBACUY";2;10;"G12"
"965";"CUNDINAMARCA";"ZIPAQUIRA";11;232;"G12"
"966";"HUILA";"HOBO";1;17;"G12"
"967";"HUILA";"TARQUI";5;35;"G12"
"968";"HUILA";"TESALIA (CARNICERIAS)";2;23;"G12"
"969";"HUILA";"TIMANA";2;43;"G12"
"970";"MAGDALENA";"CERRO DE SAN ANTONIO";4;25;"G12"
"971";"MAGDALENA";"PIVIJAY";10;75;"G12"
"972";"MAGDALENA";"REMOLINO";1;14;"G12"
"973";"MAGDALENA";"SITIONUEVO";3;51;"G12"
"974";"META";"CUBARRAL";1;15;"G12"
"975";"META";"URIBE";2;13;"G12"
"976";"NARIÑO";"CONSACA";2;13;"G12"
"977";"NARIÑO";"LINARES";3;20;"G12"
"978";"NARIÑO";"SANDONA";3;39;"G12"
"979";"NARIÑO";"SANTA BARBARA (ISCUANDE)";1;14;"G12"
"980";"NARIÑO";"TANGUA";4;23;"G12"
"981";"NORTE DE SAN";"LA PLAYA";3;19;"G12"
"982";"NORTE DE SAN";"SAN CAYETANO";2;22;"G12"
"983";"NORTE DE SAN";"VILLA CARO";1;10;"G12"
"984";"PUTUMAYO";"VILLAGARZON";2;46;"G12"
"985";"QUINDIO";"BUENAVISTA";1;8;"G12"
"986";"SANTANDER";"ALBANIA";1;4;"G12"
"987";"SANTANDER";"GAMBITA";1;7;"G12"
"988";"SANTANDER";"JESUS MARIA";1;8;"G12"
"989";"SANTANDER";"SABANA DE TORRES";4;61;"G12"
"990";"SANTANDER";"SAN ANDRES";1;11;"G12"
"991";"SANTANDER";"VETAS";1;5;"G12"
"992";"SUCRE";"CHALAN";1;12;"G12"
"993";"SUCRE";"MAJAGUAL";9;57;"G12"
"994";"SUCRE";"TOLU";4;65;"G12"
"995";"SUCRE";"TOLUVIEJO";8;52;"G12"
"996";"TOLIMA";"ARMERO (GUAYABAL)";2;29;"G12"
"997";"TOLIMA";"PALOCABILDO";1;22;"G12"
"998";"TOLIMA";"VENADILLO";2;32;"G12"
"999";"VALLE";"BUGALAGRANDE";5;50;"G12"
"1000";"VALLE";"CALI";180;4618;"G12"
"1001";"VALLE";"ZARZAL";9;106;"G12"
"1002";"ANTIOQUIA";"ABEJORRAL";2;40;"G13"
"1003";"ANTIOQUIA";"ABRIAQUI";1;5;"G13"
"1004";"ANTIOQUIA";"ARMENIA";1;12;"G13"
"1005";"ANTIOQUIA";"BETANIA";1;23;"G13"
"1006";"ANTIOQUIA";"CAICEDO";1;17;"G13"
"1007";"ANTIOQUIA";"CHIGORODO";5;110;"G13"
"1008";"ANTIOQUIA";"CONCEPCION";1;13;"G13"
"1009";"ANTIOQUIA";"EL BAGRE";6;108;"G13"
"1010";"ANTIOQUIA";"ENTRERRIOS";1;24;"G13"
"1011";"ANTIOQUIA";"ITUANGO";3;42;"G13"
"1012";"ANTIOQUIA";"NECOCLI";9;99;"G13"
"1013";"ANTIOQUIA";"OLAYA";2;7;"G13"
"1014";"ANTIOQUIA";"PUEBLORRICO";1;21;"G13"
"1015";"ANTIOQUIA";"SAN JUAN DE URABA";7;55;"G13"
"1016";"ANTIOQUIA";"SEGOVIA";5;79;"G13"
"1017";"ANTIOQUIA";"SOPETRAN";1;29;"G13"
"1018";"ANTIOQUIA";"ZARAGOZA";4;56;"G13"
"1019";"ARAUCA";"ARAUQUITA";7;84;"G13"
"1020";"ARAUCA";"FORTUL";3;34;"G13"
"1021";"ATLANTICO";"REPELON";3;52;"G13"
"1022";"BOLIVAR";"BARRANCO DE LOBA";4;29;"G13"
"1023";"BOLIVAR";"CARTAGENA";64;2104;"G13"
"1024";"BOLIVAR";"EL GUAMO";3;21;"G13"
"1025";"BOLIVAR";"SAN MARTIN DE LOBA";4;32;"G13"
"1026";"BOYACA";"BETEITIVA";2;7;"G13"
"1027";"BOYACA";"BUENAVISTA";1;11;"G13"
"1028";"BOYACA";"GUAYATA";1;11;"G13"
"1029";"BOYACA";"IZA";1;7;"G13"
"1030";"BOYACA";"JERICO";1;7;"G13"
"1031";"BOYACA";"MOTAVITA";2;16;"G13"
"1032";"BOYACA";"NUEVO COLON";1;14;"G13"
"1033";"BOYACA";"RONDON";1;6;"G13"
"1034";"BOYACA";"SAN MIGUEL DE SEMA";1;8;"G13"
"1035";"BOYACA";"SOCHA";1;17;"G13"
"1036";"BOYACA";"SUSACON";1;7;"G13"
"1037";"BOYACA";"SUTATENZA";1;11;"G13"
"1038";"BOYACA";"VIRACACHA";1;8;"G13"
"1039";"CALDAS";"ARANZAZU";1;32;"G13"
"1040";"CALDAS";"CHINCHINA";7;111;"G13"
"1041";"CALDAS";"FILADELFIA";2;23;"G13"
"1042";"CAQUETA";"CURILLO";1;21;"G13"
"1043";"CAQUETA";"EL DONCELLO";1;42;"G13"
"1044";"CAQUETA";"SAN JOSE DEL FRAGUA";2;24;"G13"
"1045";"CASANARE";"MANI";1;26;"G13"
"1046";"CAUCA";"BUENOS AIRES";7;39;"G13"
"1047";"CAUCA";"CAJIBIO";12;70;"G13"
"1048";"CAUCA";"GUACHENE";7;38;"G13"
"1049";"CAUCA";"ROSAS";3;23;"G13"
"1050";"CESAR";"BOSCONIA";4;79;"G13"
"1051";"CESAR";"EL PASO";4;59;"G13"
"1052";"CESAR";"GAMARRA";2;24;"G13"
"1053";"CHOCO";"CONDOTO";2;27;"G13"
"1054";"CHOCO";"EL CANTON DEL SAN PABLO (MAN.";2;11;"G13"
"1055";"CHOCO";"MEDIO SAN JUAN";3;15;"G13"
"1056";"CONSULADOS";"FRANCIA";2;13;"G13"
"1057";"CONSULADOS";"PAISES BAJOS";1;3;"G13"
"1058";"CONSULADOS";"PERU";1;5;"G13"
"1059";"CONSULADOS";"REPUBLICA DOMINICANA";1;3;"G13"
"1060";"CORDOBA";"PUERTO ESCONDIDO";9;52;"G13"
"1061";"CORDOBA";"PUERTO LIBERTADOR";8;73;"G13"
"1062";"CORDOBA";"PURISIMA";3;37;"G13"
"1063";"CUNDINAMARCA";"AGUA DE DIOS";1;28;"G13"
"1064";"CUNDINAMARCA";"ANOLAIMA";3;34;"G13"
"1065";"CUNDINAMARCA";"CABRERA";1;10;"G13"
"1066";"CUNDINAMARCA";"CAPARRAPI";3;24;"G13"
"1067";"CUNDINAMARCA";"CAQUEZA";1;41;"G13"
"1068";"CUNDINAMARCA";"CARMEN DE CARUPA";1;16;"G13"
"1069";"CUNDINAMARCA";"FUNZA";10;175;"G13"
"1070";"CUNDINAMARCA";"GIRARDOT";14;225;"G13"
"1071";"CUNDINAMARCA";"GRANADA";1;17;"G13"
"1072";"CUNDINAMARCA";"GUASCA";1;30;"G13"
"1073";"CUNDINAMARCA";"GUATAQUI";1;7;"G13"
"1074";"CUNDINAMARCA";"GUAYABAL DE SIQUIMA";1;11;"G13"
"1075";"CUNDINAMARCA";"LENGUAZAQUE";1;20;"G13"
"1076";"CUNDINAMARCA";"SAN BERNARDO";1;22;"G13"
"1077";"CUNDINAMARCA";"SAN JUAN DE RIOSECO";2;26;"G13"
"1078";"CUNDINAMARCA";"UBALA";3;22;"G13"
"1079";"CUNDINAMARCA";"VILLAGOMEZ";1;6;"G13"
"1080";"HUILA";"AGRADO";1;20;"G13"
"1081";"HUILA";"PITAL";2;27;"G13"
"1082";"HUILA";"RIVERA";3;48;"G13"
"1083";"HUILA";"SANTA MARIA";2;24;"G13"
"1084";"HUILA";"TERUEL";1;19;"G13"
"1085";"LA GUAJIRA";"BARRANCAS";7;70;"G13"
"1086";"MAGDALENA";"ALGARROBO";2;25;"G13"
"1087";"MAGDALENA";"EL RETEN";1;36;"G13"
"1088";"MAGDALENA";"PIJIÑO DEL CARMEN";3;20;"G13"
"1089";"MAGDALENA";"TENERIFE";4;30;"G13"
"1090";"MAGDALENA";"ZONA BANANERA (SEVILLA)";12;128;"G13"
"1091";"META";"CASTILLA LA NUEVA";2;31;"G13"
"1092";"META";"FUENTE DE ORO";1;21;"G13"
"1093";"META";"LA MACARENA";2;22;"G13"
"1094";"META";"MAPIRIPAN";2;12;"G13"
"1095";"NARIÑO";"ALBAN (SAN JOSE)";1;15;"G13"
"1096";"NARIÑO";"BELEN";2;15;"G13"
"1097";"NARIÑO";"CORDOBA";1;23;"G13"
"1098";"NARIÑO";"EL TAMBO";1;28;"G13"
"1099";"NARIÑO";"LA CRUZ";4;36;"G13"
"1100";"NARIÑO";"SAMANIEGO";1;40;"G13"
"1101";"NORTE DE SAN";"ABREGO";2;51;"G13"
"1102";"NORTE DE SAN";"LABATECA";1;14;"G13"
"1103";"NORTE DE SAN";"LOURDES";1;10;"G13"
"1104";"NORTE DE SAN";"PAMPLONITA";2;12;"G13"
"1105";"NORTE DE SAN";"SILOS";2;11;"G13"
"1106";"NORTE DE SAN";"TIBU";7;92;"G13"
"1107";"NORTE DE SAN";"VILLA DEL ROSARIO";17;217;"G13"
"1108";"PUTUMAYO";"MOCOA";7;101;"G13"
"1109";"PUTUMAYO";"SAN MIGUEL (LA DORADA)";2;34;"G13"
"1110";"QUINDIO";"CALARCA";10;163;"G13"
"1111";"QUINDIO";"MONTENEGRO";10;93;"G13"
"1112";"RISARALDA";"APIA";1;25;"G13"
"1113";"RISARALDA";"DOSQUEBRADAS";26;449;"G13"
"1114";"SANTANDER";"ARATOCA";1;19;"G13"
"1115";"SANTANDER";"CABRERA";1;5;"G13"
"1116";"SANTANDER";"CURITI";3;22;"G13"
"1117";"SANTANDER";"GUADALUPE";1;11;"G13"
"1118";"SANTANDER";"LA PAZ";2;10;"G13"
"1119";"SANTANDER";"MALAGA";1;43;"G13"
"1120";"SANTANDER";"MOLAGAVITA";1;5;"G13"
"1121";"SANTANDER";"OIBA";1;24;"G13"
"1122";"SANTANDER";"PINCHOTE";1;10;"G13"
"1123";"SANTANDER";"ZAPATOCA";1;20;"G13"
"1124";"SUCRE";"CAIMITO";2;18;"G13"
"1125";"SUCRE";"SUCRE";6;33;"G13"
"1126";"TOLIMA";"HONDA";5;58;"G13"
"1127";"TOLIMA";"LERIDA";2;40;"G13"
"1128";"VALLE";"BUGA";21;277;"G13"
"1129";"VALLE";"OBANDO";2;27;"G13"
"1130";"VAUPES";"MITU";2;39;"G13"
